Subject,Predicate,Object,Evidence
a(CHEBI:37416 ! "EC 2.7.7.6 (RNA polymerase) inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),EC 2.7.7.6 (RNA polymerase) inhibitor inhibits SARS-CoV-2.
a(CHEBI:3160 ! "Botulinum toxin type A"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Botulinum toxin type A inhibits SARS-CoV-2.
a(CHEBI:6128 ! ketoprofen),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ketoprofen inhibits SARS-CoV-2.
a(TEXT:AMY-101),decreases,bp(MESH:C000656484 ! SARS-CoV-2),AMY-101 inhibits SARS-CoV-2.
a(CHEBI:30751 ! "formic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Formic acid inhibits SARS-CoV-2.
a(CHEBI:27607 ! thymol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Thymol inhibits SARS-CoV-2.
a(CHEBI:119573 ! delavirdine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Delavirdine inhibits SARS-CoV-2.
a(CHEBI:63115 ! fingolimod),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fingolimod inhibits SARS-CoV-2.
a(CHEBI:27860 ! castanospermine),decreases,a(TEXT:"Zika Virus"),Castanospermine inhibits Zika Virus.
a(CHEBI:47612 ! bezafibrate),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bezafibrate inhibits SARS-CoV-2.
a(CHEBI:3699 ! cimetidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cimetidine inhibits SARS-CoV-2.
a(CHEBI:5001 ! fenofibrate),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fenofibrate inhibits SARS-CoV-2.
a(CHEBI:9139 ! sildenafil),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sildenafil inhibits SARS-CoV-2.
a(CHEBI:3216 ! buprenorphine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Buprenorphine inhibits SARS-CoV-2.
a(CHEBI:7459 ! naloxone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Naloxone inhibits SARS-CoV-2.
a(CHEBI:10023 ! voriconazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Voriconazole inhibits SARS-CoV-2.
a(CHEBI:4450 ! desmopressin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Desmopressin inhibits SARS-CoV-2.
a(CHEBI:78540 ! apremilast),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Apremilast inhibits SARS-CoV-2.
a(TEXT:Natalizumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Natalizumab inhibits SARS-CoV-2.
a(CHEBI:64312 ! memantine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Memantine inhibits SARS-CoV-2.
a(CHEBI:64312 ! memantine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Memantine inhibits SARS Virus.
a(CHEBI:7956 ! penciclovir),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Penciclovir inhibits SARS Virus.
a(CHEBI:7956 ! penciclovir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Penciclovir inhibits SARS-CoV-2.
a(CHEBI:133021 ! venetoclax),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Venetoclax inhibits SARS-CoV-2.
a(CHEBI:35457 ! "EC 3.4.15.1 (peptidyl-dipeptidase A) inhibitor"),decreases,bp(MESH:D013577 ! Syndrome),EC 3.4.15.1 (peptidyl-dipeptidase A) inhibitor inhibits Middle East Respiratory Syndrome Coronavirus.
a(TEXT:Denosumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Denosumab inhibits SARS-CoV-2.
a(CHEBI:7726 ! octreotide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Octreotide inhibits SARS-CoV-2.
a(CHEBI:135841 ! antrafenine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Antrafenine inhibits SARS-CoV-2.
a(CHEBI:90863 ! sonidegib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sonidegib inhibits SARS-CoV-2.
a(CHEBI:32020 ! pitavastatin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pitavastatin inhibits SARS-CoV-2.
a(CHEBI:38545 ! rosuvastatin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Rosuvastatin inhibits SARS-CoV-2.
a(CHEBI:4911 ! etoposide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Etoposide inhibits SARS-CoV-2.
a(CHEBI:9321 ! sulbactam),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sulbactam inhibits SARS-CoV-2.
a(CHEBI:43968 ! meropenem),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Meropenem inhibits SARS-CoV-2.
a(CHEBI:43968 ! meropenem),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Meropenem inhibits SARS Virus.
a(CHEBI:43968 ! meropenem),decreases,bp(MESH:D013577 ! Syndrome),Meropenem inhibits Middle East Respiratory Syndrome Coronavirus.
bp(GO:"GO:0006810" ! transport),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sodium-glucose transport protein subtype 2 inhibitor inhibits SARS-CoV-2.
p(HGNC:9051 ! PLAT),decreases,bp(MESH:C000656484 ! SARS-CoV-2),PLAT inhibits SARS-CoV-2.
a(CHEBI:6775 ! mesalamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Mesalamine inhibits SARS-CoV-2.
a(CHEBI:50730 ! montelukast),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Montelukast inhibits SARS-CoV-2.
a(CHEBI:480999 ! vinorelbine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vinorelbine inhibits SARS-CoV-2.
a(CHEBI:2948 ! azathioprine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Azathioprine inhibits SARS-CoV-2.
a(TEXT:Nivolumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nivolumab inhibits SARS-CoV-2.
a(CHEBI:45652 ! succinylcholine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Succinylcholine inhibits SARS-CoV-2.
a(CHEBI:77035 ! expectorant),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Expectorant inhibits SARS-CoV-2.
a(CHEBI:72292 ! bedaquiline),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bedaquiline inhibits SARS-CoV-2.
a(CHEBI:3749 ! clofazimine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clofazimine inhibits SARS-CoV-2.
a(CHEBI:63630 ! tolcapone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tolcapone inhibits SARS-CoV-2.
a(CHEBI:66903 ! vismodegib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vismodegib inhibits SARS-CoV-2.
a(CHEBI:16714 ! codeine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Codeine inhibits SARS-CoV-2.
a(CHEBI:17562 ! cytidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cytidine inhibits SARS-CoV-2.
a(CHEBI:27808 ! heroin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Heroin inhibits SARS-CoV-2.
a(CHEBI:6030 ! isoniazide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Isoniazide inhibits SARS Virus.
a(CHEBI:6030 ! isoniazide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Isoniazide inhibits SARS-CoV-2.
a(CHEBI:45304 ! rifapentine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Rifapentine inhibits SARS Virus.
a(TEXT:Echinacea),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Echinacea inhibits SARS-CoV-2.
a(CHEBI:50305 ! podophyllotoxin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Podophyllotoxin inhibits SARS-CoV-2.
a(CHEBI:81567 ! "thyroid stimulating hormone"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Thyroid stimulating hormone inhibits SARS-CoV-2.
a(CHEBI:63608 ! maraviroc),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Maraviroc inhibits SARS-CoV-2.
a(CHEBI:63608 ! maraviroc),decreases,a(TEXT:"Zika Virus"),Maraviroc inhibits Zika Virus.
a(CHEBI:2500 ! Aescin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Aescin inhibits SARS-CoV-2.
a(CHEBI:3745 ! clindamycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clindamycin inhibits SARS-CoV-2.
a(CHEBI:32139 ! "sodium hydrogencarbonate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sodium hydrogencarbonate inhibits SARS-CoV-2.
a(CHEBI:3440 ! carvacrol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Carvacrol inhibits SARS-CoV-2.
a(CHEBI:9908 ! "ursolic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ursolic acid inhibits SARS-CoV-2.
a(CHEBI:9605 ! tirofiban),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tirofiban inhibits SARS-CoV-2.
a(CHEBI:31206 ! "ammonium chloride"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ammonium chloride inhibits SARS-CoV-2.
a(CHEBI:32914 ! cetylpyridinium),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cetylpyridinium inhibits SARS-CoV-2.
a(CHEBI:5147 ! formoterol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Formoterol inhibits SARS-CoV-2.
a(CHEBI:5956 ! ipratropium),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ipratropium inhibits SARS-CoV-2.
a(CHEBI:2549 ! albuterol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Albuterol inhibits SARS-CoV-2.
a(CHEBI:9011 ! salmeterol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Salmeterol inhibits SARS-CoV-2.
a(CHEBI:9011 ! salmeterol),decreases,bp(MESH:D013577 ! Syndrome),Salmeterol inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:27375 ! vincaleukoblastine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vincaleukoblastine inhibits SARS-CoV-2.
a(CHEBI:30853 ! "glycyrrhetinic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Glycyrrhetinic acid inhibits SARS-CoV-2.
a(CHEBI:50172 ! acitretin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acitretin inhibits SARS-CoV-2.
a(CHEBI:42068 ! idarubicin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Idarubicin inhibits SARS-CoV-2.
a(CHEBI:16695 ! "uridine 5'-monophosphate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Uridine 5'-monophosphate inhibits SARS-CoV-2.
a(CHEBI:4903 ! 17alpha-ethynylestradiol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),17alpha-ethynylestradiol inhibits SARS-CoV-2.
a(CHEBI:8774 ! ramipril),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ramipril inhibits SARS-CoV-2.
a(CHEBI:3347 ! candesartan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Candesartan inhibits SARS-CoV-2.
a(CHEBI:2611 ! alprazolam),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Alprazolam inhibits SARS-CoV-2.
a(CHEBI:135659 ! "ethyl biscoumacetate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ethyl biscoumacetate inhibits SARS-CoV-2.
a(CHEBI:71013 ! perampanel),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Perampanel inhibits SARS-CoV-2.
a(CHEBI:33234 ! "vitamin E"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Vitamin E inhibits SARS-CoV-2.
a(CHEBI:42588 ! "4-hydroxyphenyl retinamide"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),4-hydroxyphenyl retinamide inhibits SARS-CoV-2.
a(CHEBI:7939 ! parthenolide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Parthenolide inhibits SARS-CoV-2.
a(CHEBI:50859 ! bexarotene),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bexarotene inhibits SARS-CoV-2.
a(CHEBI:134721 ! cetilistat),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cetilistat inhibits SARS-CoV-2.
a(CHEBI:5950 ! iodoquinol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Iodoquinol inhibits SARS-CoV-2.
a(CHEBI:8884 ! rocuronium),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Rocuronium inhibits SARS-CoV-2.
a(CHEBI:68844 ! "phosphodiesterase IV inhibitor"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Phosphodiesterase IV inhibitor inhibits SARS-CoV-2.
a(CHEBI:15866 ! 2-deoxy-D-glucose),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),2-deoxy-D-glucose inhibits SARS Virus.
a(CHEBI:15866 ! 2-deoxy-D-glucose),decreases,bp(MESH:C000656484 ! SARS-CoV-2),2-deoxy-D-glucose inhibits SARS-CoV-2.
a(CHEBI:15963 ! ribitol),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ribitol inhibits SARS Virus.
a(CHEBI:15963 ! ribitol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ribitol inhibits SARS-CoV-2.
a(CHEBI:567361 ! cladribine),decreases,bp(MESH:D013577 ! Syndrome),Cladribine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:567361 ! cladribine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Cladribine inhibits SARS Virus.
a(CHEBI:567361 ! cladribine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cladribine inhibits SARS-CoV-2.
a(CHEBI:49040 ! ezetimibe),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ezetimibe inhibits SARS-CoV-2.
a(CHEBI:8772 ! raloxifene),decreases,a(TEXT:"Zika Virus"),Raloxifene inhibits Zika Virus.
a(CHEBI:8772 ! raloxifene),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Raloxifene inhibits SARS Virus.
a(CHEBI:8772 ! raloxifene),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Raloxifene inhibits SARS-CoV-2.
a(CHEBI:50693 ! milrinone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Milrinone inhibits SARS-CoV-2.
a(CHEBI:134813 ! chlorobutanol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Chlorobutanol inhibits SARS-CoV-2.
a(CHEBI:63457 ! "fibroblast growth factor receptor antagonist"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fibroblast growth factor receptor antagonist inhibits SARS-CoV-2.
a(CHEBI:4527 ! diethylcarbamazine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Diethylcarbamazine inhibits SARS-CoV-2.
a(CHEBI:3720 ! cisapride),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cisapride inhibits SARS-CoV-2.
a(CHEBI:31515 ! domperidone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Domperidone inhibits SARS-CoV-2.
a(CHEBI:4717 ! droperidol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Droperidol inhibits SARS-CoV-2.
a(CHEBI:48923 ! erythromycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Erythromycin inhibits SARS-CoV-2.
a(CHEBI:156095 ! lumefantrine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lumefantrine inhibits SARS-CoV-2.
a(CHEBI:156095 ! lumefantrine),decreases,bp(MESH:D013577 ! Syndrome),Lumefantrine inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:45081 ! pentamidine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pentamidine inhibits SARS-CoV-2.
a(CHEBI:63622 ! sotalol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sotalol inhibits SARS-CoV-2.
a(CHEBI:9566 ! thioridazine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Thioridazine inhibits SARS-CoV-2.
a(CHEBI:10125 ! zolpidem),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Zolpidem inhibits SARS-CoV-2.
a(CHEBI:6015 ! isoflurane),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Isoflurane inhibits SARS-CoV-2.
a(CHEBI:6015 ! isoflurane),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Isoflurane inhibits SARS Virus.
a(CHEBI:6504 ! "lithium carbonate"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Lithium carbonate inhibits SARS-CoV-2.
a(CHEBI:31305 ! Bromperidol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bromperidol inhibits SARS-CoV-2.
a(TEXT:Acalabrutinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Acalabrutinib inhibits SARS-CoV-2.
a(CHEBI:5818 ! hydroxyzine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hydroxyzine inhibits SARS-CoV-2.
a(CHEBI:6935 ! Miglitol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Miglitol inhibits SARS-CoV-2.
a(CHEBI:9421 ! tazobactam),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tazobactam inhibits SARS-CoV-2.
a(CHEBI:9421 ! tazobactam),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Piperacillin, Tazobactam Drug Combination inhibits SARS-CoV-2.
a(CHEBI:47344 ! alvocidib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Alvocidib inhibits SARS-CoV-2.
a(CHEBI:71952 ! dactolisib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dactolisib inhibits SARS-CoV-2.
a(CHEBI:521033 ! dutasteride),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Dutasteride inhibits SARS-CoV-2.
a(CHEBI:3061 ! bepridil),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bepridil inhibits SARS-CoV-2.
a(CHEBI:31528 ! Ebastine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ebastine inhibits SARS-CoV-2.
a(CHEBI:8212 ! pimozide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pimozide inhibits SARS-CoV-2.
a(CHEBI:17833 ! gentamycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Gentamycin inhibits SARS-CoV-2.
a(CHEBI:17833 ! gentamycin),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Gentamycin inhibits SARS Virus.
a(CHEBI:17833 ! gentamycin),decreases,bp(MESH:D013577 ! Syndrome),Gentamycin inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:9241 ! spironolactone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Spironolactone inhibits SARS-CoV-2.
a(CHEBI:101278 ! diltiazem),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Diltiazem inhibits SARS-CoV-2.
a(CHEBI:6076 ! itraconazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Itraconazole inhibits SARS-CoV-2.
a(CHEBI:85164 ! nintedanib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Nintedanib inhibits SARS-CoV-2.
a(CHEBI:50868 ! penicillamine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Penicillamine inhibits SARS-CoV-2.
a(CHEBI:50868 ! penicillamine),decreases,bp(MESH:D006505 ! Hepatitis),Penicillamine inhibits Murine hepatitis virus.
a(CHEBI:59173 ! bivalirudin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Bivalirudin inhibits SARS-CoV-2.
a(CHEBI:61033 ! fondaparinux),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fondaparinux inhibits SARS-CoV-2.
a(CHEBI:61033 ! fondaparinux),decreases,a(TEXT:"Nipah Virus"),Fondaparinux inhibits Nipah Virus.
a(CHEBI:85010 ! eltrombopag),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Eltrombopag inhibits SARS-CoV-2.
a(CHEBI:32588 ! "potassium chloride"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Potassium chloride inhibits SARS-CoV-2.
a(CHEBI:35358 ! sulfonamide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sulfonamide inhibits SARS-CoV-2.
p(UP:Q6XDT4 ! Q6XDT4),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Olive Oil inhibits SARS-CoV-2.
p(UP:Q6XDT4 ! Q6XDT4),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sesame Oil inhibits SARS-CoV-2.
a(CHEBI:3441 ! carvedilol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Carvedilol inhibits SARS-CoV-2.
a(CHEBI:7936 ! paroxetine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Paroxetine inhibits SARS-CoV-2.
a(CHEBI:8825 ! Rhein),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Rhein inhibits SARS-CoV-2.
a(CHEBI:15846 ! "NAD(+)"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),NAD(+) inhibits SARS-CoV-2.
a(CHEBI:17933 ! calcidiol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Calcidiol inhibits SARS-CoV-2.
a(CHEBI:3207 ! budesonide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Budesonide inhibits SARS-CoV-2.
a(CHEBI:18088 ! formononetin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Formononetin inhibits SARS-CoV-2.
a(CHEBI:18220 ! isoflavone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Isoflavone inhibits SARS-CoV-2.
a(CHEBI:2873 ! "asiatic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Asiatic acid inhibits SARS-CoV-2.
a(CHEBI:7025 ! mupirocin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Mupirocin inhibits SARS-CoV-2.
a(CHEBI:27786 ! hydroxocobalamin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Hydroxocobalamin inhibits SARS-CoV-2.
a(TEXT:"Drotrecogin alfa"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Drotrecogin alfa inhibits SARS-CoV-2.
a(CHEBI:76612 ! ibrutinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ibrutinib inhibits SARS-CoV-2.
a(CHEBI:76612 ! ibrutinib),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Ibrutinib inhibits SARS Virus.
a(CHEBI:9513 ! thalidomide),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Thalidomide inhibits SARS-CoV-2.
a(CHEBI:9513 ! thalidomide),decreases,bp(MESH:D013577 ! Syndrome),Thalidomide inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:9513 ! thalidomide),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Thalidomide inhibits SARS Virus.
a(CHEBI:8707 ! quetiapine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Quetiapine inhibits SARS-CoV-2.
a(CHEBI:16997 ! "propane-1,2-diol"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Propane-1,2-diol inhibits SARS-CoV-2.
a(CHEBI:16118 ! berberine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Berberine inhibits SARS-CoV-2.
a(CHEBI:27693 ! sitosterol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Sitosterol inhibits SARS-CoV-2.
a(TEXT:Indirubin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Indirubin inhibits SARS-CoV-2.
a(TEXT:Ixekizumab),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ixekizumab inhibits SARS-CoV-2.
a(CHEBI:16709 ! pyridoxine),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Pyridoxine inhibits SARS Virus.
a(CHEBI:16709 ! pyridoxine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Pyridoxine inhibits SARS-CoV-2.
a(CHEBI:28984 ! "aluminium atom"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Aluminium atom inhibits SARS-CoV-2.
a(CHEBI:575568 ! atovaquone),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Atovaquone inhibits SARS-CoV-2.
a(CHEBI:478164 ! cefepime),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Cefepime inhibits SARS-CoV-2.
a(CHEBI:17821 ! thymine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Thymine inhibits SARS-CoV-2.
a(CHEBI:63607 ! linezolid),decreases,bp(MESH:D013577 ! Syndrome),Linezolid inhibits Middle East Respiratory Syndrome Coronavirus.
a(CHEBI:63607 ! linezolid),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Linezolid inhibits SARS Virus.
a(CHEBI:63607 ! linezolid),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Linezolid inhibits SARS-CoV-2.
a(CHEBI:15903 ! beta-D-glucose),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Beta-D-glucose inhibits SARS-CoV-2.
a(CHEBI:28821 ! piperine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Piperine inhibits SARS-CoV-2.
a(CHEBI:9907 ! "ursodeoxycholic acid"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Ursodeoxycholic acid inhibits SARS-CoV-2.
a(CHEBI:17447 ! geraniol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Geraniol inhibits SARS-CoV-2.
a(CHEBI:28876 ! melphalan),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Melphalan inhibits SARS-CoV-2.
a(CHEBI:7934 ! paromomycin),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Paromomycin inhibits SARS-CoV-2.
a(CHEBI:145372 ! gilteritinib),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Gilteritinib inhibits SARS-CoV-2.
a(CHEBI:82941 ! fosamprenavir),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Fosamprenavir inhibits SARS-CoV-2.
a(CHEBI:4784 ! enalapril),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Enalapril inhibits SARS-CoV-2.
a(CHEBI:36622 ! benzimidazole),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Benzimidazole inhibits SARS-CoV-2.
a(CHEBI:36622 ! benzimidazole),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Benzimidazole inhibits SARS Virus.
a(CHEBI:27013 ! tocopherol),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Tocopherol inhibits SARS-CoV-2.
a(CHEBI:2682 ! "amphotericin B"),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Amphotericin B inhibits SARS-CoV-2.
a(CHEBI:2682 ! "amphotericin B"),decreases,bp(MESH:D045169 ! "Severe Acute Respiratory Syndrome"),Amphotericin B inhibits SARS Virus.
a(CHEBI:85155 ! netupitant),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Netupitant inhibits SARS-CoV-2.
a(CHEBI:85161 ! palonosetron),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Palonosetron inhibits SARS-CoV-2.
a(CHEBI:47780 ! clomipramine),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Clomipramine inhibits SARS-CoV-2.
a(CHEBI:31596 ! febuxostat),decreases,bp(MESH:C000656484 ! SARS-CoV-2),Febuxostat inhibits SARS-CoV-2.
